Temperature,Iteration,Precision,Recall,F1,ROUGE-1,ROUGE-2,ROUGE-L
0.4,5,0.8259304184704186,0.7908735866656563,0.7744234648346803,0.8221991300706202,0.7611935863454999,0.817527102988441
0.5,1,0.8294510412920414,0.7909597249591368,0.7755799469365835,0.8133899153048882,0.7504925948660502,0.8084529816341597
0.5,2,0.8262894588744588,0.7908749598889242,0.7736291491479272,0.8191270026848501,0.7571841154104831,0.8142406944952604
0.5,3,0.8323726440226441,0.7791428700518607,0.7715743329204412,0.8174149097207442,0.7551921439112581,0.8128080895830797
0.5,4,0.8289718753468753,0.7856375687858753,0.7732251375384572,0.8165295657613572,0.7532900603931597,0.8117437347089337
0.5,5,0.8281556746031747,0.7852483639965698,0.7728718101727488,0.8160060945342483,0.7541614168765552,0.8112455987099118
0.6,1,0.8268233999333999,0.7897289357211416,0.7743445323735999,0.8142555206786903,0.7514694109300486,0.8093725220827704
0.6,2,0.8246595598845599,0.7828377151591099,0.7695230755327406,0.8115264882230026,0.7489469479965278,0.8068850276184816
0.6,3,0.8258835187035187,0.7806147297563829,0.7680945923209997,0.8146140784016523,0.7510118003940298,0.809800739551223
0.6,4,0.8267407317682317,0.7898977420723411,0.7739863181426708,0.8138924867197955,0.7501077946246505,0.8086278446142949
0.6,5,0.8219626214308567,0.7831985358501148,0.7687561334896592,0.812595810372061,0.7489531549463087,0.8074349737729094
0.7,1,0.8224137113554248,0.7770543085698968,0.7641074690129963,0.8090602369027925,0.7437323156702543,0.8035923552559413
0.7,2,0.8244827317127318,0.7817241283226577,0.7680984680477161,0.8097065078439558,0.7461328516007881,0.8048931683809903
0.7,3,0.8279944601476955,0.7821271048951048,0.7696444092041452,0.8077588325163593,0.7434156796938293,0.8029070616988574
0.7,4,0.8271172611452876,0.7846356254057111,0.7715885498953978,0.8112921575032839,0.7474532725513197,0.8064094162508154
0.7,5,0.8205062837162838,0.7800515559947299,0.7652159041274339,0.8069048627708394,0.7423310149058114,0.8017139616373047
0.8,1,0.8260190312009971,0.7815025926655044,0.7677245601568837,0.8012623098884419,0.7356675841378576,0.7960403491953629
0.8,2,0.8247050606060605,0.778691329056987,0.7669880226303604,0.8059793545608244,0.7400919172017826,0.8006947070337623
0.8,3,0.8276641674991675,0.7811491341845289,0.7691884313057179,0.8047615235422729,0.7384200410340043,0.7991897640756066
0.8,4,0.8170137428910959,0.775992417077075,0.760649684223676,0.8036732174798293,0.7381406142952941,0.7982483037329889
0.8,5,0.8258733982683983,0.7798706419593479,0.7669417913699985,0.8035503233072067,0.7377917202757377,0.7983245171495734
0.9,1,0.823633557716793,0.7696392292348175,0.7613005566213332,0.803020633123633,0.7362502413197184,0.7976104271774112
0.9,2,0.8288791676624031,0.7783946437635005,0.767581276833709,0.8029101275836447,0.7359104122911941,0.7973591571921257
0.9,3,0.8265596651387829,0.7804062847735913,0.767148473045288,0.8023245229122032,0.7352390820046998,0.7966953839548907
0.9,4,0.8299547122322121,0.7818811694016338,0.77068151380588,0.8058832395321333,0.7389650530688614,0.8003981458532561
0.9,5,0.8314815070017703,0.7797756538323071,0.7697299533021636,0.8028552932446213,0.7359945535662635,0.797375243024126
1.0,1,0.827562233155733,0.7722466688670806,0.7636626531389161,0.8001940004785805,0.7327424840031739,0.7946697744731643
1.0,2,0.8269292418692419,0.7799816170615402,0.7672013862250844,0.8001609541721235,0.7321000400416294,0.7945399036685341
1.0,3,0.828329811650338,0.7752735850438077,0.7656381453815783,0.7978186871566121,0.7299996921116418,0.792027087656125
1.0,4,0.8236529936403465,0.766257044117718,0.7577663994574324,0.7940124990214481,0.7268947231519917,0.7885018260477688
1.0,5,0.8224306395129922,0.7791728164248368,0.764720493680901,0.7951096711673565,0.727580877042224,0.7892105886471511
